Series Name,Series Code,Country Name,Country Code,1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.4720001220703,32.8370018005371,28.0629997253418,28.0330009460449,27.5030002593994,26.2509994506836,26.2240009307861,21.1700000762939,21.8540000915527,20.181999206543,20.7639999389648,23.2229995727539,21.8360004425049,21.3600006103516,20.7310009002686,17.0499992370605,16.6490001678467,14.0349998474121,16.9260005950928,15.8940000534058,12.9759998321533,13.8000001907349,14.581000328064,14.8859996795654,16.2029991149902,17.1749992370605
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.0009994506836,28.1639995574951,24.6189994812012,32.9249992370605,27.8339996337891,31.5669994354248,31.8770008087158,38.3959999084473,34.0260009765625,31.8840007781982,26.5310001373291,26.7509994506836,28.882999420166,35.6730003356934,33.1689987182617,26.3409996032715,21.2299995422363,28.7980003356934,33.7519989013672,40.5709991455078,37.0369987487793,37.2999992370605,43.3190002441406,44.2239990234375,36.7060012817383,39.8310012817383
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.4589996337891,33.1599998474121,33.8699989318848,34.5880012512207,35.3129997253418,36.0429992675781,35.2949981689453,34.5559997558594,33.8240013122559,37.6209983825684,39.8569984436035,38.0209999084473,36.2179985046387,34.4529991149902,32.7309989929199,31.05299949646,29.423999786377,28.2670001983643,28.4449996948242,28.4860000610352,28.173999786377,28.0480003356934,27.9050006866455,29.742000579834,31.7189998626709,32.7830009460449
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.6499996185303,19.3840007781982,19.5820007324219,19.5069999694824,19.5289993286133,19.5939998626709,20.7029991149902,19.9209995269775,19.9169998168945,19.9479999542236,19.6469993591309,19.6079998016357,19.6609992980957,19.6340007781982,19.5189990997314,19.6879997253418,19.6830005645752,22.4009990692139,16.7439994812012,16.7129993438721,16.632999420166,16.5919990539551,16.7569999694824,17.4090003967285,18.3379993438721,18.7070007324219
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.6760005950928,36.8660011291504,28.8470001220703,26.5230007171631,26.8610000610352,23.2609996795654,22.6720008850098,23.1060009002686,24.67799949646,24.326000213623,19.7889995574951,29.1399993896484,23.5499992370605,16.7509994506836,21.1350002288818,18.8010005950928,19.371000289917,31.0900001525879,19.5729999542236,16.4610004425049,15.0930004119873,13.7259998321533,12.2840003967285,8.36499977111816,13.5150003433228,18.3309993743896
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.7669982910156,39.7700004577637,41.0960006713867,40.1629981994629,41.875,41.298999786377,39.7120018005371,41.1139984130859,40.0970001220703,40.9360008239746,42.8740005493164,40.4459991455078,43.1300010681152,45.8450012207031,48.5740013122559,51.3030014038086,54.5830001831055,54.5940017700195,54.4529991149902,54.4179992675781,54.3950004577637,54.4790000915527,54.4570007324219,53.867000579834,52.1209983825684,51.5499992370605
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.40299987792969,16.0030002593994,25.7970008850098,24.9769992828369,20.6469993591309,22.1690006256104,22.3490009307861,17.8600006103516,16.7929992675781,10.6300001144409,12.7419996261597,13.3940000534058,15.5159997940063,19.8159999847412,21.8880004882813,20.7880001068115,18.738000869751,19.6770000457764,26.2430000305176,25.9260005950928,23.3509998321533,25.0540008544922,24.7059993743896,24.0739994049072,21.0359992980957,19.8430004119873
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.96300005912781,4.80399990081787,6.90999984741211,5.43499994277954,5.38100004196167,5.49900007247925,8.48400020599365,4.7020001411438,6.53900003433228,5.79899978637695,5.74900007247925,7.13800001144409,8.27200031280518,8.02999973297119,8.45600032806396,7.91099977493286,6.88299989700317,6.65199995040894,7.96799993515015,7.34600019454956,7.53800010681152,8.76000022888184,8.73200035095215,8.5930004119873,9.14999961853027,9.12800025939941
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.09099960327148,9.57900047302246,9.59700012207031,9.4689998626709,9.07499980926514,15.2629995346069,19.6860008239746,13.7270002365112,10.1140003204346,13.1639995574951,15.2069997787476,23.0030002593994,15.4540004730225,14.7279996871948,14.0019998550415,12.3540000915527,12.7930002212524,16.738000869751,11.6000003814697,15.3549995422363,27.7000007629395,27.4619998931885,27.4540004730225,27.0330009460449,26.636999130249,25.931999206543
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.0400009155273,18.9200000762939,16.1849994659424,17.1180000305176,16.6989994049072,19.8560009002686,22.3740005493164,21.4549999237061,23.1459999084473,21.6860008239746,20.69700050354,21.6790008544922,20.5779991149902,20.7740001678467,20.2919998168945,20.181999206543,18.9190006256104,17.1490001678467,19.0709991455078,19.7210006713867,17.8659992218018,15.9090003967285,15.8500003814697,16.5049991607666,17.0930004119873,17.4619998931885
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.78599977493286,6.68599987030029,6.52899980545044,6.43900012969971,5.32399988174438,4.94700002670288,5.34999990463257,5.25,5.02500009536743,5.08799982070923,7.52400016784668,5.57999992370605,4.78399991989136,4.23999977111816,4.75299978256226,4.65199995040894,2.88199996948242,3.81900000572205,4.18599987030029,4.90299987792969,5.95699977874756,5.30200004577637,4.61399984359741,3.37700009346008,3.94099998474121,4.27799987792969
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.77299976348877,3.57500004768372,3.96099996566772,2.62400007247925,2.4449999332428,2.58100008964539,2.54299998283386,8.36400032043457,8.48799991607666,7.28000020980835,8.17300033569336,5.68200016021729,5.14900016784668,4.78399991989136,4.96700000762939,4.53499984741211,4.71299982070923,5.01100015640259,5.33599996566772,3.84999990463257,2.35500001907349,2.53399991989136,2.92700004577637,3.8989999294281,3.11299991607666,2.87400007247925
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1000003814697,9.29100036621094,8.51299953460693,8.99300003051758,9.51099967956543,10.0590000152588,10.2679996490479,10.5430002212524,10.8210000991821,11.0880002975464,18.2900009155273,17.2320003509521,16.2110004425049,15.2170000076294,14.2419996261597,13.253999710083,14.3050003051758,13.1780004501343,12.0310001373291,9.24199962615967,9.20400047302246,9.15100002288818,9.09000015258789,8.9680004119873,10.1789999008179,11.1750001907349
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.7370004653931,10.6809997558594,10.4060001373291,11.0509996414185,11.1770000457764,10.6669998168945,10.831000328064,10.701000213623,10.8039999008179,10.7290000915527,10.7220001220703,10.7209997177124,10.8549995422363,10.8009996414185,10.7770004272461,10.8330001831055,10.793999671936,10.8009996414185,10.8240003585815,10.8369998931885,10.8520002365112,10.8760004043579,10.8649997711182,10.8299999237061,10.8290004730225,10.8170003890991
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.78299999237061,9.56099987030029,9.63799953460693,9.68099975585938,9.73600006103516,9.63599967956543,9.56599998474121,9.71500015258789,9.69099998474121,9.66399955749512,9.71000003814697,9.6899995803833,9.66100025177002,9.66499996185303,9.64599990844727,9.58100032806396,9.62100028991699,9.69200038909912,9.69699954986572,9.69999980926514,9.67000007629395,9.60599994659424,9.61999988555908,9.61800003051758,9.34500026702881,9.13399982452393
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.6399993896484,29.9220008850098,29.423999786377,28.6849994659424,28.1420001983643,23.4699993133545,22.988000869751,23.1599998474121,21.7609996795654,20.3479995727539,18.0149993896484,17.1009998321533,17.113000869751,13.4250001907349,12.7360000610352,9.9680004119873,9.26399993896484,8.75899982452393,9.91699981689453,12.0150003433228,10.0959997177124,11.5019998550415,7.58699989318848,6.33599996566772,7.40999984741211,8.64500045776367
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.8799991607666,30.0729999542236,31.2919998168945,32.9550018310547,25.9360008239746,29.2159996032715,32.7029991149902,32.7459983825684,33.2589988708496,32.7999992370605,31.693000793457,32.2410011291504,30.6639995574951,29.4969997406006,28.3320007324219,26.6679992675781,27.0240001678467,27.4340000152588,29.5470008850098,27.9249992370605,41.0709991455078,36.4879989624023,35.6189994812012,35.8740005493164,35.0110015869141,34.617000579834
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.4090003967285,17.8099994659424,18.617000579834,17.443000793457,16.8610000610352,14.7620000839233,14.0209999084473,14.8760004043579,15.581000328064,13.6330003738403,17.1149997711182,20.2759990692139,21.4029998779297,20.4860000610352,19.5590000152588,15.9589996337891,17.1140003204346,18.2810001373291,22.923999786377,19.2530002593994,15.6049995422363,14.6099996566772,15.5260000228882,16.6399993896484,16.5839996337891,17.4080009460449
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.5939998626709,15.5880002975464,15.5389995574951,15.46399974823,15.5679998397827,16.7070007324219,16.6280002593994,16.9389991760254,17.1100006103516,17.1469993591309,17.1790008544922,17.0979995727539,17.121000289917,17.0790004730225,17.0499992370605,17.0139999389648,17.0149993896484,17.0799999237061,16.9290008544922,16.9820003509521,17.0799999237061,17.0149993896484,17,16.9780006408691,16.7339992523193,16.7059993743896
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.73499989509583,4.84499979019165,6.20300006866455,5.65100002288818,3.30599999427795,6.14699983596802,2.66499996185303,5.57999992370605,5.35900020599365,3.48300004005432,4.23600006103516,7.16099977493286,6.56099987030029,5.37799978256226,3.92000007629395,6.82800006866455,5.63500022888184,3.81500005722046,5.6230001449585,6.06899976730347,6.66900014877319,3.46700000762939,2.38499999046326,2.97699999809265,3.67400002479553,4.0770001411438
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.0970001220703,17.7919998168945,16.5429992675781,14.6590003967285,12.951000213623,17.5470008850098,20.5470008850098,26.0939998626709,26.7929992675781,26.8110008239746,25.2159996032715,22.1639995574951,21.0629997253418,16.0349998474121,15.3739995956421,15.9119997024536,15.0290002822876,15.0839996337891,20,18,19.0750007629395,18.2169990539551,18.4629993438721,24.0189990997314,22.8850002288818,21.7479991912842
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.24100017547607,7.09700012207031,7.56699991226196,4.51100015640259,3.95099997520447,5.78200006484985,5.55299997329712,7.43900012969971,7.62200021743774,5.02799987792969,7.31799983978271,7.22800016403198,5.84000015258789,6.69600009918213,6.59800004959106,6.76599979400635,6.93400001525879,9.68299961090088,9.24899959564209,9.30700016021729,9.33899974822998,9.36299991607666,9.35299968719482,9.58300018310547,9.46000003814697,9.32100009918213
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.96399974823,19.0960006713867,20.9160003662109,19.3659992218018,18.0690002441406,18,15.6979999542236,14.0419998168945,14.2480001449585,13.4720001220703,11.7790002822876,12.8199996948242,13.0450000762939,11.6190004348755,14.2969999313354,15.6540002822876,15.831000328064,17.0289993286133,21.818000793457,21.9489994049072,23.7600002288818,23.9020004272461,23.0200004577637,18.9300003051758,16.1469993591309,14.7950000762939
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.1409997940063,15.1800003051758,14.1770000457764,13.085000038147,12.3570003509521,12.3590002059937,11.5640001296997,10.9060001373291,10.121000289917,9.5959997177124,11.210000038147,12.7200002670288,13.3529996871948,12.4440002441406,12.3249998092651,11.0329999923706,11.4460000991821,14.2650003433228,20.0380001068115,20.7240009307861,18.5629997253418,17.57200050354,17.1040000915527,14.4580001831055,12.7299995422363,11.9519996643066
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.2299995422363,20.507999420166,19.8990001678467,20.0939998626709,21.4769992828369,17.503999710083,19.6459999084473,20.4740009307861,23.5240001678467,27.0799999237061,29.1520004272461,34.2319984436035,34.4020004272461,32.2299995422363,25.9409999847412,22.7220001220703,20.2730007171631,15.8269996643066,16.0540008544922,15.8940000534058,14.9709997177124,14.6990003585815,15.7329998016357,18.2199993133545,19.7099990844727,21.3169994354248
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.6379995346069,15.5290002822876,15.6190004348755,15.58899974823,15.6339998245239,16.8519992828369,16.9130001068115,16.8980007171631,16.8969993591309,16.8889999389648,16.8959999084473,16.8920001983643,16.8959999084473,16.951000213623,16.9440002441406,16.9529991149902,16.988000869751,16.9790000915527,16.9629993438721,16.9699993133545,16.9669990539551,16.9650001525879,16.9619998931885,16.9029998779297,16.9400005340576,17.0639991760254
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.0710000991821,10.0579996109009,10.0150003433228,10.2089996337891,10.0209999084473,10.0509996414185,10.1110000610352,10.0249996185303,10.0059995651245,10.1350002288818,9.92000007629395,9.87800025939941,10.0959997177124,10.08899974823,10.1190004348755,10.1920003890991,10.1149997711182,10.1440000534058,10.0699996948242,10.0299997329712,10.0209999084473,10.0319995880127,10.0369997024536,10.0950002670288,10.0819997787476,10.4479999542236
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.371000289917,12.5860004425049,11.16100025177,15.4530000686646,17.2950000762939,20.132999420166,16.2940006256104,18.6420001983643,22.2469997406006,22.3299999237061,19.613000869751,24.4190006256104,23.8840007781982,21.6639995574951,16.7689990997314,14.289999961853,12.6479997634888,12.2700004577637,13.6809997558594,15.1239995956421,13.914999961853,13.0869998931885,14.8149995803833,12.5629997253418,12.4530000686646,12.3330001831055
